"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.0846312818147571,3,927,5.28918169209431,"GO:0030155 regulation of cell adhesion "," http://amigo.geneontology.org/amigo/term/GO:0030155"," SIRPB1  CD36  ADTRP"
0.0848168570092892,1,29,56.3571428571429,"GO:0030194 positive regulation of blood coagulation "," http://amigo.geneontology.org/amigo/term/GO:0030194"," CD36"
0.0848168570092892,2,337,9.69944891903349,"GO:0070372 regulation of ERK1 and ERK2 cascade "," http://amigo.geneontology.org/amigo/term/GO:0070372"," MARCO  CD36"
0.0848168570092892,1,29,56.3571428571429,"GO:1900048 positive regulation of hemostasis "," http://amigo.geneontology.org/amigo/term/GO:1900048"," CD36"
0.0853182095460312,4,1735,3.76797035817209,"GO:0002682 regulation of immune system process "," http://amigo.geneontology.org/amigo/term/GO:0002682"," SIRPB1  PRAM1  CD36  ADTRP"
0.0895967395202652,1,31,52.721198156682,"GO:0050820 positive regulation of coagulation "," http://amigo.geneontology.org/amigo/term/GO:0050820"," CD36"
0.0910078917538616,2,354,9.23365617433414,"GO:0051235 maintenance of location "," http://amigo.geneontology.org/amigo/term/GO:0051235"," MSR1  CD36"
0.0914333925543121,1,32,51.0736607142857,"GO:0090322 regulation of superoxide metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0090322"," CD36"
0.0914408142343983,2,357,9.15606242496999,"GO:1990778 protein localization to cell periphery "," http://amigo.geneontology.org/amigo/term/GO:1990778"," PRAM1  STAC"
0.0922141195472056,1,34,48.0693277310924,"GO:0007263 nitric oxide mediated signal transduction "," http://amigo.geneontology.org/amigo/term/GO:0007263"," CD36"
0.0922141195472056,1,34,48.0693277310924,"GO:0019674 NAD metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0019674"," GPD1"
0.0922141195472056,3,983,4.98786513588141,"GO:0019752 carboxylic acid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0019752"," GPD1  ADTRP  CD36"
0.0922141195472056,1,33,49.525974025974,"GO:0023058 adaptation of signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0023058"," RS1"
0.0922141195472056,3,980,5.00313411078717,"GO:0033993 response to lipid "," http://amigo.geneontology.org/amigo/term/GO:0033993"," CD36  ABCA3  ADTRP"
0.0922141195472056,2,368,8.88237577639751,"GO:0048545 response to steroid hormone "," http://amigo.geneontology.org/amigo/term/GO:0048545"," ABCA3  ADTRP"
0.0922141195472056,1,34,48.0693277310924,"GO:0060907 positive regulation of macrophage cytokine production "," http://amigo.geneontology.org/amigo/term/GO:0060907"," CD36"
0.0922141195472056,2,361,9.05461020973486,"GO:0070371 ERK1 and ERK2 cascade "," http://amigo.geneontology.org/amigo/term/GO:0070371"," MARCO  CD36"
0.0922141195472056,1,34,48.0693277310924,"GO:1901031 regulation of response to reactive oxygen species "," http://amigo.geneontology.org/amigo/term/GO:1901031"," CD36"
0.0936752294932485,1,35,46.6959183673469,"GO:0019934 cGMP-mediated signaling "," http://amigo.geneontology.org/amigo/term/GO:0019934"," CD36"
0.0936752294932485,3,1001,4.89817325531611,"GO:0046903 secretion "," http://amigo.geneontology.org/amigo/term/GO:0046903"," LGI3  PRAM1  ADTRP"
0.0949756516394454,3,1009,4.85933739204304,"GO:0043436 oxoacid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0043436"," GPD1  ADTRP  CD36"
0.0971071658546064,1,37,44.1718146718147,"GO:0006734 NADH metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006734"," GPD1"
0.0971071658546064,1,37,44.1718146718147,"GO:0031664 regulation of lipopolysaccharide-mediated signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0031664"," CD36"
0.0971071658546064,4,1859,3.5166372089449,"GO:0065003 protein-containing complex assembly "," http://amigo.geneontology.org/amigo/term/GO:0065003"," KANK3  RS1  ABCA3  CD36"
0.0975533557675001,3,1028,4.76952473596442,"GO:0006082 organic acid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006082"," GPD1  ADTRP  CD36"
0.0975533557675001,2,388,8.42452135493373,"GO:0006887 exocytosis "," http://amigo.geneontology.org/amigo/term/GO:0006887"," LGI3  PRAM1"
0.0975533557675001,1,38,43.0093984962406,"GO:0006910 phagocytosis recognition "," http://amigo.geneontology.org/amigo/term/GO:0006910"," CD36"
0.0975533557675001,1,38,43.0093984962406,"GO:1903580 positive regulation of ATP metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1903580"," GPD1"
0.0995942042105838,1,39,41.9065934065934,"GO:1903725 regulation of phospholipid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1903725"," ABCA3"
0.101613415628663,1,40,40.8589285714286,"GO:0010874 regulation of cholesterol efflux "," http://amigo.geneontology.org/amigo/term/GO:0010874"," ABCA3"
0.101794278718786,3,1061,4.62117948027467,"GO:0010243 response to organonitrogen compound "," http://amigo.geneontology.org/amigo/term/GO:0010243"," CD36  GPD1  ADTRP"
0.101794278718786,3,1064,4.60814983888292,"GO:0031401 positive regulation of protein modification process "," http://amigo.geneontology.org/amigo/term/GO:0031401"," MARCO  CD36  ADTRP"
0.101794278718786,1,41,39.8623693379791,"GO:0046471 phosphatidylglycerol metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0046471"," ABCA3"
0.101794278718786,1,41,39.8623693379791,"GO:0050892 intestinal absorption "," http://amigo.geneontology.org/amigo/term/GO:0050892"," CD36"
0.101794278718786,1,41,39.8623693379791,"GO:1900181 negative regulation of protein localization to nucleus "," http://amigo.geneontology.org/amigo/term/GO:1900181"," CD36"
0.103557660764607,1,42,38.9132653061224,"GO:1901385 regulation of voltage-gated calcium channel activity "," http://amigo.geneontology.org/amigo/term/GO:1901385"," STAC"
0.10444517593135,2,414,7.89544513457557,"GO:0006631 fatty acid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006631"," ADTRP  CD36"
0.105570857784762,3,1119,4.381654538491,"GO:0002684 positive regulation of immune system process "," http://amigo.geneontology.org/amigo/term/GO:0002684"," SIRPB1  PRAM1  CD36"
0.105570857784762,1,46,35.5295031055901,"GO:0003009 skeletal muscle contraction "," http://amigo.geneontology.org/amigo/term/GO:0003009"," STAC"
0.105570857784762,5,3005,2.71939624435465,"GO:0006796 phosphate-containing compound metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006796"," GPD1  MARCO  CD36  ABCA3  ADTRP"
0.105570857784762,1,46,35.5295031055901,"GO:0010934 macrophage cytokine production "," http://amigo.geneontology.org/amigo/term/GO:0010934"," CD36"
0.105570857784762,1,46,35.5295031055901,"GO:0010935 regulation of macrophage cytokine production "," http://amigo.geneontology.org/amigo/term/GO:0010935"," CD36"
0.105570857784762,4,1994,3.27854993552085,"GO:0016310 phosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0016310"," MARCO  CD36  GPD1  ADTRP"
0.105570857784762,1,44,37.1444805194805,"GO:0042908 xenobiotic transport "," http://amigo.geneontology.org/amigo/term/GO:0042908"," ABCA3"
0.105570857784762,1,47,34.773556231003,"GO:0045981 positive regulation of nucleotide metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0045981"," GPD1"
0.105570857784762,2,422,7.74576844955992,"GO:0050878 regulation of body fluid levels "," http://amigo.geneontology.org/amigo/term/GO:0050878"," CD36  ADTRP"
0.105570857784762,3,1118,4.38557372859698,"GO:0051130 positive regulation of cellular component organization "," http://amigo.geneontology.org/amigo/term/GO:0051130"," ABCA3  CD36  LRRN3"
0.105570857784762,1,44,37.1444805194805,"GO:0061081 positive regulation of myeloid leukocyte cytokine production involved in immune response "," http://amigo.geneontology.org/amigo/term/GO:0061081"," CD36"
0.105570857784762,1,45,36.3190476190476,"GO:0090317 negative regulation of intracellular protein transport "," http://amigo.geneontology.org/amigo/term/GO:0090317"," CD36"
0.105570857784762,1,45,36.3190476190476,"GO:0097009 energy homeostasis "," http://amigo.geneontology.org/amigo/term/GO:0097009"," CD36"
0.105570857784762,3,1104,4.44118788819876,"GO:0098609 cell-cell adhesion "," http://amigo.geneontology.org/amigo/term/GO:0098609"," SIRPB1  OLR1  ADTRP"
0.105570857784762,1,47,34.773556231003,"GO:1900544 positive regulation of purine nucleotide metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1900544"," GPD1"
0.105570857784762,1,46,35.5295031055901,"GO:1901021 positive regulation of calcium ion transmembrane transporter activity "," http://amigo.geneontology.org/amigo/term/GO:1901021"," STAC"
0.105570857784762,1,45,36.3190476190476,"GO:1903426 regulation of reactive oxygen species biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:1903426"," CD36"
0.105570857784762,1,46,35.5295031055901,"GO:1904646 cellular response to amyloid-beta "," http://amigo.geneontology.org/amigo/term/GO:1904646"," CD36"
0.105570857784762,1,44,37.1444805194805,"GO:1990000 amyloid fibril formation "," http://amigo.geneontology.org/amigo/term/GO:1990000"," CD36"
0.106849235164154,1,48,34.0491071428571,"GO:0006110 regulation of glycolytic process "," http://amigo.geneontology.org/amigo/term/GO:0006110"," GPD1"
0.106849235164154,5,3030,2.69695898161245,"GO:0006793 phosphorus metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006793"," GPD1  MARCO  CD36  ABCA3  ADTRP"
0.107578867543004,2,444,7.36196911196911,"GO:0046486 glycerolipid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0046486"," GPD1  ABCA3"
0.110279303488855,1,50,32.6871428571429,"GO:0120009 intermembrane lipid transfer "," http://amigo.geneontology.org/amigo/term/GO:0120009"," ABCA3"
0.111557910985537,1,51,32.046218487395,"GO:0030195 negative regulation of blood coagulation "," http://amigo.geneontology.org/amigo/term/GO:0030195"," ADTRP"
0.111557910985537,2,456,7.16823308270677,"GO:0051051 negative regulation of transport "," http://amigo.geneontology.org/amigo/term/GO:0051051"," CD36  ADTRP"
0.111970476852483,3,1165,4.2086450030656,"GO:0001932 regulation of protein phosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0001932"," MARCO  CD36  ADTRP"
0.111970476852483,1,52,31.4299450549451,"GO:0002446 neutrophil mediated immunity "," http://amigo.geneontology.org/amigo/term/GO:0002446"," PRAM1"
0.111970476852483,2,459,7.12138188608777,"GO:0002697 regulation of immune effector process "," http://amigo.geneontology.org/amigo/term/GO:0002697"," PRAM1  CD36"
0.111970476852483,1,53,30.8369272237197,"GO:0007602 phototransduction "," http://amigo.geneontology.org/amigo/term/GO:0007602"," RS1"
0.111970476852483,4,2069,3.15970448111579,"GO:0043933 protein-containing complex organization "," http://amigo.geneontology.org/amigo/term/GO:0043933"," KANK3  RS1  ABCA3  CD36"
0.111970476852483,1,53,30.8369272237197,"GO:0045429 positive regulation of nitric oxide biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0045429"," CD36"
0.111970476852483,1,52,31.4299450549451,"GO:1900047 negative regulation of hemostasis "," http://amigo.geneontology.org/amigo/term/GO:1900047"," ADTRP"
0.111970476852483,3,1172,4.18350804485617,"GO:1901698 response to nitrogen compound "," http://amigo.geneontology.org/amigo/term/GO:1901698"," CD36  GPD1  ADTRP"
0.113472728994248,1,54,30.265873015873,"GO:0002686 negative regulation of leukocyte migration "," http://amigo.geneontology.org/amigo/term/GO:0002686"," ADTRP"
0.113472728994248,2,475,6.8815037593985,"GO:0042060 wound healing "," http://amigo.geneontology.org/amigo/term/GO:0042060"," CD36  ADTRP"
0.113472728994248,1,55,29.7155844155844,"GO:0043300 regulation of leukocyte degranulation "," http://amigo.geneontology.org/amigo/term/GO:0043300"," PRAM1"
0.113472728994248,1,55,29.7155844155844,"GO:0050819 negative regulation of coagulation "," http://amigo.geneontology.org/amigo/term/GO:0050819"," ADTRP"
0.113472728994248,1,55,29.7155844155844,"GO:1904407 positive regulation of nitric oxide metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1904407"," CD36"
0.113472728994248,1,55,29.7155844155844,"GO:1904645 response to amyloid-beta "," http://amigo.geneontology.org/amigo/term/GO:1904645"," CD36"
0.11488486191634,1,56,29.1849489795918,"GO:0071320 cellular response to cAMP "," http://amigo.geneontology.org/amigo/term/GO:0071320"," GPD1"
0.115511571430001,1,57,28.6729323308271,"GO:0002042 cell migration involved in sprouting angiogenesis "," http://amigo.geneontology.org/amigo/term/GO:0002042"," ADTRP"
0.115511571430001,1,57,28.6729323308271,"GO:0009584 detection of visible light "," http://amigo.geneontology.org/amigo/term/GO:0009584"," RS1"
0.115511571430001,1,57,28.6729323308271,"GO:0043470 regulation of carbohydrate catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0043470"," GPD1"
0.11582010821428,1,58,28.1785714285714,"GO:0001954 positive regulation of cell-matrix adhesion "," http://amigo.geneontology.org/amigo/term/GO:0001954"," CD36"
0.11582010821428,1,59,27.7009685230024,"GO:0042119 neutrophil activation "," http://amigo.geneontology.org/amigo/term/GO:0042119"," PRAM1"
0.11582010821428,1,59,27.7009685230024,"GO:0050879 multicellular organismal movement "," http://amigo.geneontology.org/amigo/term/GO:0050879"," STAC"
0.11582010821428,1,59,27.7009685230024,"GO:0050881 musculoskeletal movement "," http://amigo.geneontology.org/amigo/term/GO:0050881"," STAC"
0.11582010821428,1,59,27.7009685230024,"GO:0061082 myeloid leukocyte cytokine production "," http://amigo.geneontology.org/amigo/term/GO:0061082"," CD36"
0.11582010821428,1,59,27.7009685230024,"GO:0098900 regulation of action potential "," http://amigo.geneontology.org/amigo/term/GO:0098900"," CD36"
0.11582010821428,2,486,6.72574955908289,"GO:1903037 regulation of leukocyte cell-cell adhesion "," http://amigo.geneontology.org/amigo/term/GO:1903037"," SIRPB1  ADTRP"
0.11582010821428,1,58,28.1785714285714,"GO:1903409 reactive oxygen species biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:1903409"," CD36"
0.116850974003145,1,60,27.2392857142857,"GO:0034204 lipid translocation "," http://amigo.geneontology.org/amigo/term/GO:0034204"," ABCA3"
0.116850974003145,1,60,27.2392857142857,"GO:1903053 regulation of extracellular matrix organization "," http://amigo.geneontology.org/amigo/term/GO:1903053"," ADTRP"
0.117865138002794,1,61,26.7927400468384,"GO:0032387 negative regulation of intracellular transport "," http://amigo.geneontology.org/amigo/term/GO:0032387"," CD36"
0.117865138002794,3,1237,3.9636794087077,"GO:0048646 anatomical structure formation involved in morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0048646"," RS1  CD36  ADTRP"
0.118417797819282,1,62,26.360599078341,"GO:0032735 positive regulation of interleukin-12 production "," http://amigo.geneontology.org/amigo/term/GO:0032735"," CD36"
0.118417797819282,1,62,26.360599078341,"GO:0042306 regulation of protein import into nucleus "," http://amigo.geneontology.org/amigo/term/GO:0042306"," CD36"
0.118417797819282,1,62,26.360599078341,"GO:0090303 positive regulation of wound healing "," http://amigo.geneontology.org/amigo/term/GO:0090303"," CD36"
0.119844858559989,1,63,25.9421768707483,"GO:0070542 response to fatty acid "," http://amigo.geneontology.org/amigo/term/GO:0070542"," CD36"
0.121260248371277,1,64,25.5368303571429,"GO:0033344 cholesterol efflux "," http://amigo.geneontology.org/amigo/term/GO:0033344"," ABCA3"
0.121851095609264,5,3269,2.49978149718131,"GO:0010033 response to organic substance "," http://amigo.geneontology.org/amigo/term/GO:0010033"," CD36  MSR1  GPD1  ABCA3  ADTRP"
0.122380862147732,1,66,24.762987012987,"GO:0002886 regulation of myeloid leukocyte mediated immunity "," http://amigo.geneontology.org/amigo/term/GO:0002886"," PRAM1"
0.122380862147732,1,67,24.3933901918977,"GO:0036230 granulocyte activation "," http://amigo.geneontology.org/amigo/term/GO:0036230"," PRAM1"
0.122380862147732,2,528,6.19074675324675,"GO:0043410 positive regulation of MAPK cascade "," http://amigo.geneontology.org/amigo/term/GO:0043410"," MARCO  CD36"
0.122380862147732,1,66,24.762987012987,"GO:0050709 negative regulation of protein secretion "," http://amigo.geneontology.org/amigo/term/GO:0050709"," ADTRP"
0.122380862147732,2,527,6.20249390078612,"GO:0051223 regulation of protein transport "," http://amigo.geneontology.org/amigo/term/GO:0051223"," CD36  ADTRP"
0.122380862147732,1,67,24.3933901918977,"GO:0060042 retina morphogenesis in camera-type eye "," http://amigo.geneontology.org/amigo/term/GO:0060042"," RS1"
0.122380862147732,1,67,24.3933901918977,"GO:0097035 regulation of membrane lipid distribution "," http://amigo.geneontology.org/amigo/term/GO:0097035"," ABCA3"
0.122380862147732,1,67,24.3933901918977,"GO:1903078 positive regulation of protein localization to plasma membrane "," http://amigo.geneontology.org/amigo/term/GO:1903078"," STAC"
0.122380862147732,1,67,24.3933901918977,"GO:1904589 regulation of protein import "," http://amigo.geneontology.org/amigo/term/GO:1904589"," CD36"
0.123637482493526,1,68,24.0346638655462,"GO:0051965 positive regulation of synapse assembly "," http://amigo.geneontology.org/amigo/term/GO:0051965"," LRRN3"
0.124090654675008,1,69,23.6863354037267,"GO:0006801 superoxide metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006801"," CD36"
0.124090654675008,1,69,23.6863354037267,"GO:0030837 negative regulation of actin filament polymerization "," http://amigo.geneontology.org/amigo/term/GO:0030837"," KANK3"
0.124090654675008,1,69,23.6863354037267,"GO:0045428 regulation of nitric oxide biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0045428"," CD36"
0.126276651730355,1,71,23.0191146881288,"GO:0015909 long-chain fatty acid transport "," http://amigo.geneontology.org/amigo/term/GO:0015909"," CD36"
0.126276651730355,1,71,23.0191146881288,"GO:0032370 positive regulation of lipid transport "," http://amigo.geneontology.org/amigo/term/GO:0032370"," ABCA3"
0.126276651730355,1,71,23.0191146881288,"GO:2000379 positive regulation of reactive oxygen species metabolic process "," http://amigo.geneontology.org/amigo/term/GO:2000379"," CD36"
0.127128224788187,2,549,5.95394223263076,"GO:0002764 immune response-regulating signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0002764"," PRAM1  CD36"
0.127128224788187,5,3365,2.42846529399278,"GO:0022607 cellular component assembly "," http://amigo.geneontology.org/amigo/term/GO:0022607"," KANK3  RS1  ABCA3  CD36  LRRN3"
0.127128224788187,1,72,22.6994047619048,"GO:0080164 regulation of nitric oxide metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0080164"," CD36"
0.127970527161708,1,73,22.3884540117417,"GO:0009583 detection of light stimulus "," http://amigo.geneontology.org/amigo/term/GO:0009583"," RS1"
0.128443141526226,2,555,5.88957528957529,"GO:0070201 regulation of establishment of protein localization "," http://amigo.geneontology.org/amigo/term/GO:0070201"," CD36  ADTRP"
0.128798603601589,1,74,22.0859073359073,"GO:1904377 positive regulation of protein localization to cell periphery "," http://amigo.geneontology.org/amigo/term/GO:1904377"," STAC"
0.129614448689696,1,75,21.7914285714286,"GO:0045913 positive regulation of carbohydrate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0045913"," GPD1"
0.129614448689696,1,75,21.7914285714286,"GO:1903036 positive regulation of response to wounding "," http://amigo.geneontology.org/amigo/term/GO:1903036"," CD36"
0.133797589904806,2,572,5.71453546453546,"GO:0048871 multicellular organismal homeostasis "," http://amigo.geneontology.org/amigo/term/GO:0048871"," CD36  ABCA3"
0.13712728303294,1,80,20.4294642857143,"GO:0031663 lipopolysaccharide-mediated signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0031663"," CD36"
0.137409472586293,1,81,20.1772486772487,"GO:0034605 cellular response to heat "," http://amigo.geneontology.org/amigo/term/GO:0034605"," STAC"
0.137409472586293,1,81,20.1772486772487,"GO:0061045 negative regulation of wound healing "," http://amigo.geneontology.org/amigo/term/GO:0061045"," ADTRP"
0.137409472586293,1,81,20.1772486772487,"GO:2001259 positive regulation of cation channel activity "," http://amigo.geneontology.org/amigo/term/GO:2001259"," STAC"
0.138865008246211,1,83,19.6910499139415,"GO:0003407 neural retina development "," http://amigo.geneontology.org/amigo/term/GO:0003407"," RS1"
0.138865008246211,1,83,19.6910499139415,"GO:0006809 nitric oxide biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0006809"," CD36"
0.138865008246211,1,83,19.6910499139415,"GO:1904427 positive regulation of calcium ion transmembrane transport "," http://amigo.geneontology.org/amigo/term/GO:1904427"," STAC"
0.138865008246211,1,83,19.6910499139415,"GO:2000401 regulation of lymphocyte migration "," http://amigo.geneontology.org/amigo/term/GO:2000401"," ADTRP"
0.140036205479726,1,84,19.4566326530612,"GO:0032272 negative regulation of protein polymerization "," http://amigo.geneontology.org/amigo/term/GO:0032272"," KANK3"
0.140106273239896,2,615,5.31498257839721,"GO:0003013 circulatory system process "," http://amigo.geneontology.org/amigo/term/GO:0003013"," CD36  OLR1"
0.140106273239896,1,86,19.0041528239203,"GO:0006094 gluconeogenesis "," http://amigo.geneontology.org/amigo/term/GO:0006094"," GPD1"
0.140106273239896,1,88,18.5722402597403,"GO:0006096 glycolytic process "," http://amigo.geneontology.org/amigo/term/GO:0006096"," GPD1"
0.140106273239896,1,90,18.1595238095238,"GO:0006140 regulation of nucleotide metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006140"," GPD1"
0.140106273239896,1,89,18.3635634028892,"GO:0006757 ATP generation from ADP "," http://amigo.geneontology.org/amigo/term/GO:0006757"," GPD1"
0.140106273239896,1,85,19.227731092437,"GO:0007193 adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0007193"," MARCO"
0.140106273239896,2,619,5.28063697207477,"GO:0009611 response to wounding "," http://amigo.geneontology.org/amigo/term/GO:0009611"," CD36  ADTRP"
0.140106273239896,1,89,18.3635634028892,"GO:0019319 hexose biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0019319"," GPD1"
0.140106273239896,1,88,18.5722402597403,"GO:0019935 cyclic-nucleotide-mediated signaling "," http://amigo.geneontology.org/amigo/term/GO:0019935"," CD36"
0.140106273239896,2,616,5.30635435992579,"GO:0022407 regulation of cell-cell adhesion "," http://amigo.geneontology.org/amigo/term/GO:0022407"," SIRPB1  ADTRP"
0.140106273239896,1,87,18.7857142857143,"GO:0032615 interleukin-12 production "," http://amigo.geneontology.org/amigo/term/GO:0032615"," CD36"
0.140106273239896,1,87,18.7857142857143,"GO:0032655 regulation of interleukin-12 production "," http://amigo.geneontology.org/amigo/term/GO:0032655"," CD36"
0.140106273239896,1,90,18.1595238095238,"GO:0034121 regulation of toll-like receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0034121"," CD36"
0.140106273239896,1,89,18.3635634028892,"GO:0043299 leukocyte degranulation "," http://amigo.geneontology.org/amigo/term/GO:0043299"," PRAM1"
0.140106273239896,2,600,5.44785714285714,"GO:0045785 positive regulation of cell adhesion "," http://amigo.geneontology.org/amigo/term/GO:0045785"," SIRPB1  CD36"
0.140106273239896,1,89,18.3635634028892,"GO:0046209 nitric oxide metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0046209"," CD36"
0.140106273239896,3,1424,3.44316813804173,"GO:0051094 positive regulation of developmental process "," http://amigo.geneontology.org/amigo/term/GO:0051094"," MSR1  CD36  LRRN3"
0.140106273239896,3,1409,3.47982358308831,"GO:0071495 cellular response to endogenous stimulus "," http://amigo.geneontology.org/amigo/term/GO:0071495"," GPD1  ADTRP  CD36"
0.140106273239896,1,88,18.5722402597403,"GO:1900542 regulation of purine nucleotide metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1900542"," GPD1"
0.140106273239896,1,89,18.3635634028892,"GO:1903578 regulation of ATP metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1903578"," GPD1"
0.140106273239896,1,90,18.1595238095238,"GO:2001057 reactive nitrogen species metabolic process "," http://amigo.geneontology.org/amigo/term/GO:2001057"," CD36"
0.142263396573309,1,92,17.764751552795,"GO:0051591 response to cAMP "," http://amigo.geneontology.org/amigo/term/GO:0051591"," GPD1"
0.142263396573309,2,626,5.22158831583752,"GO:0072657 protein localization to membrane "," http://amigo.geneontology.org/amigo/term/GO:0072657"," PRAM1  STAC"
0.142895151946338,1,93,17.573732718894,"GO:0032731 positive regulation of interleukin-1 beta production "," http://amigo.geneontology.org/amigo/term/GO:0032731"," CD36"
0.142895151946338,1,93,17.573732718894,"GO:0046364 monosaccharide biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0046364"," GPD1"
0.143953328526194,1,94,17.3867781155015,"GO:0046470 phosphatidylcholine metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0046470"," ABCA3"
0.145004263133802,1,95,17.2037593984962,"GO:0002532 production of molecular mediator involved in inflammatory response "," http://amigo.geneontology.org/amigo/term/GO:0002532"," CD36"
0.1453388570829,1,96,17.0245535714286,"GO:0010232 vascular transport "," http://amigo.geneontology.org/amigo/term/GO:0010232"," CD36"
0.1453388570829,5,3630,2.25118063754427,"GO:0044085 cellular component biogenesis "," http://amigo.geneontology.org/amigo/term/GO:0044085"," KANK3  RS1  ABCA3  CD36  LRRN3"
0.1453388570829,1,97,16.8490427098675,"GO:0046031 ADP metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0046031"," GPD1"
0.1453388570829,1,96,17.0245535714286,"GO:0150104 transport across blood-brain barrier "," http://amigo.geneontology.org/amigo/term/GO:0150104"," CD36"
0.1453388570829,1,97,16.8490427098675,"GO:1901019 regulation of calcium ion transmembrane transporter activity "," http://amigo.geneontology.org/amigo/term/GO:1901019"," STAC"
0.1453388570829,1,97,16.8490427098675,"GO:1903035 negative regulation of response to wounding "," http://amigo.geneontology.org/amigo/term/GO:1903035"," ADTRP"
0.146361438427293,1,98,16.6771137026239,"GO:1900407 regulation of cellular response to oxidative stress "," http://amigo.geneontology.org/amigo/term/GO:1900407"," CD36"
0.146701389951674,4,2507,2.60766995270386,"GO:0003008 system process "," http://amigo.geneontology.org/amigo/term/GO:0003008"," STAC  RS1  CD36  OLR1"
0.14694369820948,1,99,16.508658008658,"GO:0050909 sensory perception of taste "," http://amigo.geneontology.org/amigo/term/GO:0050909"," CD36"
0.147103060739578,2,654,4.99803407601573,"GO:0071417 cellular response to organonitrogen compound "," http://amigo.geneontology.org/amigo/term/GO:0071417"," GPD1  CD36"
0.148234618802318,3,1504,3.26002089665653,"GO:0032270 positive regulation of cellular protein metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0032270"," MARCO  CD36  ADTRP"
0.148234618802318,2,659,4.96011272490787,"GO:0071396 cellular response to lipid "," http://amigo.geneontology.org/amigo/term/GO:0071396"," CD36  ADTRP"
0.151913380687269,1,104,15.7149725274725,"GO:0002275 myeloid cell activation involved in immune response "," http://amigo.geneontology.org/amigo/term/GO:0002275"," PRAM1"
0.151913380687269,1,104,15.7149725274725,"GO:0009062 fatty acid catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0009062"," ADTRP"
0.15288765821997,1,105,15.565306122449,"GO:0006165 nucleoside diphosphate phosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0006165"," GPD1"
0.153413402396178,1,106,15.4184636118598,"GO:0015914 phospholipid transport "," http://amigo.geneontology.org/amigo/term/GO:0015914"," ABCA3"
0.153413402396178,1,106,15.4184636118598,"GO:0032732 positive regulation of interleukin-1 production "," http://amigo.geneontology.org/amigo/term/GO:0032732"," CD36"
0.153493787331777,1,107,15.2743658210948,"GO:0022600 digestive system process "," http://amigo.geneontology.org/amigo/term/GO:0022600"," CD36"
0.153493787331777,1,107,15.2743658210948,"GO:0046939 nucleotide phosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0046939"," GPD1"
0.153493787331777,1,107,15.2743658210948,"GO:0098869 cellular oxidant detoxification "," http://amigo.geneontology.org/amigo/term/GO:0098869"," CD36"
0.153572022174732,1,108,15.1329365079365,"GO:0015908 fatty acid transport "," http://amigo.geneontology.org/amigo/term/GO:0015908"," CD36"
