,ENSG00000022267.19,ENSG00000031081.11,ENSG00000047648.23,ENSG00000066405.13,ENSG00000070778.13,ENSG00000072163.20,ENSG00000072657.9,ENSG00000073754.6,ENSG00000078081.8,ENSG00000092051.17,ENSG00000094963.14,ENSG00000101280.8,ENSG00000102104.9,ENSG00000102683.8,ENSG00000102760.13,ENSG00000105971.15,ENSG00000105974.13,ENSG00000107742.13,ENSG00000108381.11,ENSG00000108576.10,ENSG00000109205.16,ENSG00000111052.7,ENSG00000112782.19,ENSG00000114790.13,ENSG00000114854.8,ENSG00000115361.8,ENSG00000118526.7,ENSG00000120156.22,ENSG00000120913.23,ENSG00000121691.7,ENSG00000123119.12,ENSG00000125459.17,ENSG00000128268.12,ENSG00000131471.7,ENSG00000131831.18,ENSG00000134020.8,ENSG00000134115.13,ENSG00000134917.10,ENSG00000135052.16,ENSG00000135063.19,ENSG00000135218.19,ENSG00000135604.10,ENSG00000136160.17,ENSG00000138821.13,ENSG00000139304.16,ENSG00000139567.13,ENSG00000140600.17,ENSG00000141338.14,ENSG00000143590.14,ENSG00000144843.11,ENSG00000150625.16,ENSG00000151718.16,ENSG00000154342.6,ENSG00000154721.15,ENSG00000154783.12,ENSG00000155511.18,ENSG00000155897.10,ENSG00000157654.19,ENSG00000158435.8,ENSG00000158764.7,ENSG00000159307.19,ENSG00000159708.18,ENSG00000161649.13,ENSG00000163501.7,ENSG00000163815.6,ENSG00000165197.5,ENSG00000166123.14,ENSG00000167434.10,ENSG00000167588.13,ENSG00000168309.18,ENSG00000168481.9,ENSG00000168484.12,ENSG00000168497.5,ENSG00000168539.4,ENSG00000168952.15,ENSG00000169218.14,ENSG00000169252.6,ENSG00000169418.10,ENSG00000170323.9,ENSG00000170989.10,ENSG00000171885.18,ENSG00000176771.17,ENSG00000179133.15,ENSG00000180440.4,ENSG00000182010.11,ENSG00000183010.17,ENSG00000183019.7,ENSG00000186994.11,ENSG00000196616.14,ENSG00000197465.14,ENSG00000198358.4,ENSG00000198873.12,ENSG00000204305.14,ENSG00000213853.10,ENSG00000224215.1,ENSG00000227051.7,ENSG00000234281.5,ENSG00000238018.2,ENSG00000241644.2,ENSG00000243566.7,ENSG00000244215.2,ENSG00000244280.1,ENSG00000248551.1,ENSG00000249741.2,ENSG00000257894.2,ENSG00000261371.6,ENSG00000261863.1,ENSG00000263155.6,ENSG00000268388.6,ENSG00000277494.2,Label
TCGA-53-A4EZ-01A-12R-A24X-07,316,328,73,429,98,609,1,2,2295,23,310,0,5,6,502,2893,4804,987,58,9,0,2287,76,2768,39,8,9,130,212,3181,17,631,48,451,102,8,7,21,10428,329,11541,178,272,4306,1,480,0,52,221,1033,10,440,1,122,329,0,0,5379,7426,0,104,200,6,5,31,42,4989,4,56,85,1,19,833,5,6,3,11,603,15,228,3,310,5,0,675,5335,25,63,191,3,1,363,547,2445,0,119,12,62,179,42,0,0,0,4,47,2882,0,81,8,11,1
TCGA-78-7156-01A-11R-2039-07,1217,3153,398,80,1342,590,6,0,636,49,1391,0,222,4,1790,4258,7747,2953,75,11,0,79,1687,388,555,552,316,781,1045,15647,24,299,31,3099,479,11741,397,213,5218,482,1348,113,1710,2965,5,1181,2,3724,49,1324,18,1528,4,872,657,237,0,2243,1872,0,56,50,27,1,286,190,1134,530,33,771,289,380,3572,7,263,4,118,571,15,1567,21282,55,0,0,157,2069,4,134,2928,4,0,484,2942,19167,1,319,152,40,1379,51,0,11,1,2,733,9767,0,59,137,59,1
TCGA-55-6970-01A-11R-1949-07,2175,3085,275,6758,1791,641,30,30,15232,69,2287,9,20,20,4272,5278,7762,7039,93,761,40,204,3346,1095,261,309,310,1167,622,6771,227,928,386,2662,652,1115,121,353,25152,575,2636,1008,2268,17147,56,2437,33,682,364,953,243,2527,123,767,1184,134,28,7079,6229,52,338,141,61,47,322,431,9990,128,141,1394,574,73995,6198,16,310,24,256,654,177,2141,15367,373,12,35,2595,4231,68,246,2737,20,2,1394,7549,9660,5,919,46,70,1794,638,5,81,1,13,59,15805,20,103,494,169,1
TCGA-NJ-A55O-01A-11R-A262-07,1873,1612,192,11265,1073,1112,17,47,19850,57,1283,3,23,27,4294,3259,11847,17740,48,106,19,100,3791,1067,622,592,174,549,1162,4128,131,468,381,2032,1065,2846,157,395,23511,1264,3451,523,930,12107,85,1631,32,674,93,555,158,1610,71,501,1223,107,4,3885,3299,104,177,154,17,111,315,370,6402,253,148,574,538,166153,1712,21,277,15,262,807,78,1552,9447,384,13,31,1926,3728,97,263,2436,42,2,6395,13267,11951,5,685,68,101,1542,1796,7,111,5,20,98,8271,30,181,343,443,1
TCGA-99-8025-01A-11R-2241-07,1154,1446,288,25,1027,1823,11,0,1085,29,1453,10,6,9,1736,7825,5458,3278,42,13,1,105,413,1356,592,60,70,764,605,4231,59,1006,360,3319,603,2913,19,346,19198,1792,544,268,470,2613,13,1844,45,187,710,603,20,1476,51,705,1314,7,1,3445,7186,1,201,159,8,49,224,17,4172,1,54,299,3,38,1600,0,95,8,175,650,84,1500,98,54,151,0,323,8675,83,252,582,7,1,1456,210,17429,0,638,11,42,330,52,1,350,0,6,265,11668,13,107,29,136,1
TCGA-50-6594-01A-11R-1755-07,210,1074,42,7,123,169,1,84,438,2,160,34,1,5,403,1196,495,413,10,0,0,32,56,1080,24,1,7,105,606,1961,2,388,57,462,82,3,0,7,11526,17,84,86,53,6831,0,397,10,12,92,404,223,1168,9,147,265,0,1,1103,2099,0,21,16,0,0,7,5,1218,0,112,18,23,8,55,0,323,4,49,70,19,219,3,174,1,4,183,6319,150,54,0,3,0,250,96,3417,0,128,2,13,15,39,1,1,0,1,3,2016,0,8,1,7,1
TCGA-99-7458-01A-11R-2039-07,3920,5074,410,7207,1787,1127,102,16,9509,92,3998,66,10,50,3924,6745,12359,8594,138,276,22,265,5101,1441,333,376,515,2075,943,7264,287,788,723,6368,901,2148,111,666,17899,1365,2469,805,1930,15967,92,3209,24,961,163,1335,378,2534,79,1308,2318,264,13,9433,5327,134,358,231,46,59,521,665,1373,234,380,853,360,78750,2906,11,305,118,671,1176,617,2423,7534,379,25,97,3609,1459,433,259,8863,42,4,1586,9057,18415,8,1173,72,112,3000,582,7,156,5,18,91,19847,17,129,544,1140,1
TCGA-91-6828-01A-11R-1858-07,737,1448,117,1818,330,335,17,1,6605,23,1065,4,4,14,1781,895,2699,2362,35,375,4,119,1002,398,55,80,59,530,307,2895,48,240,131,1130,191,188,29,90,6531,257,966,362,611,2538,18,1216,5,280,16,440,44,972,15,406,740,50,4,3768,2542,11,85,83,78,24,128,234,3279,89,79,657,275,48778,1114,3,86,12,108,320,154,1219,1466,250,6,18,315,1816,121,76,2071,20,0,473,1672,5984,3,442,15,55,461,141,4,5,0,8,18,7208,4,20,199,168,1
TCGA-MP-A4TJ-01A-51R-A262-07,1131,1395,128,1706,479,485,21,3,7256,59,1255,11,16,5,1300,1126,3164,4842,54,89,6,156,1146,441,130,195,82,440,627,3789,117,362,461,1839,474,905,42,266,7643,485,660,900,565,4445,34,1730,21,237,26,621,58,716,35,529,780,35,6,4475,1946,23,251,138,15,31,151,142,936,100,147,681,87,29140,1239,5,161,48,288,260,247,1011,3605,326,83,11,739,1367,72,153,1195,38,0,875,2951,3012,6,507,27,58,517,507,3,11,0,24,26,7569,6,35,184,90,1
TCGA-99-8028-01A-11R-2241-07,1985,2070,395,1271,577,1599,7,8,5703,93,1973,11,9,37,4588,3522,5244,9260,101,36,11,236,1181,706,299,71,289,799,1144,3616,147,723,255,4133,1181,818,36,253,11036,604,775,1507,805,5398,18,3886,20,464,142,1476,63,814,42,1510,1696,38,1,5756,3168,40,173,187,10,30,565,281,948,170,61,805,79,28476,5445,5,189,78,269,687,136,2483,2472,112,44,11,710,3774,174,346,2070,18,4,1611,5488,8391,11,827,7,40,1810,273,16,39,2,20,31,17991,13,140,298,455,1
TCGA-64-5778-01A-01R-1628-07,624,602,67,902,280,314,5,2,3238,13,761,2,2,2,2267,3114,1954,3276,30,23,7,49,1731,501,268,67,62,170,406,4279,54,526,63,797,253,1001,4,164,18725,526,362,397,237,2733,0,531,1,129,297,620,34,369,16,206,226,12,3,1747,3426,3,45,31,3,7,169,103,900,30,66,225,40,25855,1436,4,156,18,254,131,74,531,1663,26,18,4,357,2457,34,131,1242,13,1,252,1653,15390,4,153,16,16,571,26,3,7,0,9,24,3917,3,92,53,101,1
TCGA-91-6847-01A-11R-1949-07,156,339,66,8,1607,210,1,4,223,5,184,0,2,4,651,1096,430,481,4,7,428,99,119,1022,10,63,12,100,88,2501,44,657,15,273,282,3,1,16,23312,987,32,48,154,4578,0,349,1,18,164,643,15,1329,0,220,1204,6,10,9872,5232,0,4,12,0,0,18,25,2771,20,36,3892,0,22,120,0,506,2,37,137,11,212,27,497,47,17,1391,3969,3,38,80,2,1,1105,227,546,7,820,15,148,42,7,0,0,0,2,11,2839,0,7,39,77,1
TCGA-49-AARQ-01A-11R-A41B-07,96,645,31,62,122,320,5,0,3043,53,77,1,1,5,354,447,252,687,7,8,1,131,196,603,284,748,7,28,404,1154,32,932,29,195,99,93,1,9,6605,364,55,168,90,4687,3,414,0,31,258,350,50,546,1,254,182,3,0,1860,3958,2,108,42,0,5,38,22,4450,6,807,60,2,1000,50,0,68,4,90,125,8,182,329,58,34,15,314,772,6,29,70,1,0,253,614,2667,10,996,16,41,72,1318,0,1,0,0,15,2113,2,24,31,20,1
TCGA-55-8205-01A-11R-2241-07,1646,3806,439,1467,1074,463,22,17,7553,115,1778,9,4,15,2105,19274,49754,4854,107,12,14,140,2174,1793,170,161,308,971,1146,6658,66,534,340,2505,492,687,41,165,16381,145,2060,1886,913,6960,16,3257,3,630,47,1160,40,2059,8,748,2280,38,1,16477,5529,9,448,70,37,14,239,73,1621,98,39,425,108,23261,3598,2,106,26,876,629,142,1719,4797,65,7,2,624,3376,430,271,2935,20,1,3603,1980,8006,0,605,50,58,378,88,2,13,1,16,23,18348,5,109,164,125,1
TCGA-49-AARN-01A-21R-A41B-07,480,890,264,6827,333,759,33,4,1527,14,315,4,0,5,675,815,991,918,15,6,29,36,353,145,106,42,47,237,513,1958,44,375,227,803,333,320,23,123,8436,219,225,87,215,2687,1,743,4,121,308,277,26,480,21,273,511,6,1,1655,2594,3,40,85,10,179,91,80,1008,3,255,142,20,6974,2303,6,154,28,146,202,35,389,263,33,13,0,244,1013,26,120,621,13,0,594,470,3978,1,462,7,35,381,180,0,6,0,3,5,4168,2,39,59,83,1
TCGA-86-A4P7-01A-11R-A24X-07,6454,3027,545,8478,1252,2608,81,13,11542,108,3827,31,42,99,5730,5651,19609,8476,220,679,30,332,5491,1407,681,595,746,1601,1260,5898,226,1301,1040,7242,745,1357,216,1253,8301,1865,4244,980,3267,8931,120,4232,62,1041,233,883,323,2177,243,1432,2168,340,42,8360,3204,236,887,525,290,187,684,1169,3813,688,382,2582,1313,233218,3628,48,606,108,563,1740,1396,2713,10356,534,28,62,3633,5791,548,865,6791,61,19,2809,20468,10968,34,1260,123,175,5285,1748,30,107,20,17,121,19161,43,134,1533,1277,1
TCGA-MP-A4TC-01A-11R-A24X-07,735,1375,101,12,899,1958,1,12,780,24,471,3,2,10,1168,9883,15975,11633,11,8,0,113,359,712,519,0,66,386,1518,903,45,865,96,3200,558,10,69,20,27876,902,287,715,155,7205,9,1389,13,30,127,666,0,1528,7,482,942,0,0,4096,3270,6,38,8,3,4,23,16,2085,5,14,53,1,53,747,0,135,37,185,237,38,469,20,26,5,0,338,3946,109,130,5,5,3,662,220,6766,0,561,8,90,195,326,0,6,0,5,34,5124,0,36,32,30,1
TCGA-50-8459-01A-11R-2326-07,1930,2621,445,3756,1255,2488,103,18,1023,82,2238,71,1,51,3553,4047,5243,3116,22,7,48,349,460,312,47,52,194,583,1305,3202,96,311,1089,4963,981,50,19,302,5859,135,462,562,655,855,4,2639,3,533,227,1050,24,967,17,424,3058,13,2,6451,1462,5,130,69,1,177,94,11,692,15,770,796,19,192,956,0,236,9,104,359,62,1025,195,252,60,0,341,1145,1161,172,1235,27,0,1142,500,2895,3,2074,8,31,940,71,0,17,0,9,20,12765,0,107,260,101,1
TCGA-55-6975-01A-11R-1949-07,897,1317,149,7,882,747,2,0,778,16,1008,8,0,4,1046,3263,6200,802,15,2,0,78,51,149,78,10,64,604,619,970,46,312,92,3952,322,5,7,18,9752,26,478,133,181,1237,3,1653,1,114,214,552,3,1090,9,435,919,28,0,3568,2398,2,138,14,2,3,53,12,1636,0,6,152,0,5,981,1,15,16,26,490,107,1110,0,60,0,0,194,3548,21,144,103,5,0,768,31,3123,1,838,9,6,619,251,0,1,0,9,5,12208,0,23,36,188,1
TCGA-95-7039-01A-11R-1949-07,881,966,104,1042,391,679,13,4,2458,21,609,5,7,9,2064,9373,11669,2218,25,38,1,81,512,758,675,50,88,505,360,4065,38,387,153,1712,228,353,31,113,14027,653,779,211,769,3823,8,1488,7,208,113,220,46,1380,15,384,645,17,2,2291,3845,12,71,33,10,7,190,155,677,109,70,767,131,28245,1132,2,109,8,45,645,143,1297,2058,75,5,0,601,4869,48,215,850,6,3,711,1912,14823,3,327,8,36,515,107,7,20,1,2,32,6932,7,24,163,176,1
TCGA-44-7659-01A-11R-2066-07,494,2263,89,349,379,299,5,3,2774,27,503,17,1,4,753,1149,1277,770,25,16,1,32,417,524,74,45,46,126,738,2548,24,368,79,964,169,547,3,116,6250,735,165,218,190,7828,8,353,7,151,28,417,34,2479,5,230,316,20,6,1150,4804,2,48,68,5,7,89,75,452,25,182,256,107,16019,3509,3,104,20,213,141,28,298,6158,16,57,1,104,1113,120,72,965,6,2,252,645,7751,1,211,11,19,366,85,0,7,0,4,46,3325,3,12,38,27,1
TCGA-86-8673-01A-11R-2403-07,402,356,107,8,390,845,0,1,3048,2,414,5,0,1,780,1353,1027,1485,6,6,2,42,92,341,89,28,11,211,619,1804,17,1101,128,1159,128,144,0,11,9112,26,929,121,124,1801,0,942,0,202,573,408,115,179,17,158,412,30,0,1087,3206,1,36,24,0,2,34,5,1731,8,34,117,8,1,191,0,16,11,39,245,18,329,1260,245,11,0,153,5329,55,231,3,3,0,261,248,3184,1,177,0,5,171,24,3,8,0,3,37,4719,0,39,10,6,1
TCGA-49-4487-01A-21R-1858-07,627,758,103,356,507,372,0,2,3644,28,454,6,0,2,2925,727,1218,4259,19,5,1,73,845,329,185,216,66,149,398,752,61,460,170,1411,284,349,8,39,4790,173,215,323,297,1378,4,921,2,164,216,508,22,740,16,193,379,10,1,3360,1686,5,34,17,0,8,30,15,1225,13,33,190,41,15485,418,1,84,12,112,195,57,654,1328,129,1,1,774,1932,18,59,277,10,0,747,1695,5056,1,605,15,10,265,25,3,6,3,3,62,4905,1,12,25,52,1
TCGA-78-7153-01A-11R-2039-07,376,341,75,104,348,514,2,1,2517,16,393,0,0,4,806,439,1169,1360,18,34,22,332,77,295,59,17,29,230,525,5328,21,553,388,861,198,77,0,93,18017,77,93,98,493,3274,0,536,0,325,63,273,26,656,5,237,363,8,42,3946,2696,2,32,111,1,578,78,58,33550,16,15,199,5,426,901,2,60,1,81,170,11,473,166,210,1,0,197,5465,6,50,313,1,0,432,33,13645,0,226,1,19,497,4,0,1,0,0,29,4541,1,24,49,52,1
TCGA-44-A4SU-01A-11R-A24X-07,815,922,225,9,1269,967,7,2,2102,33,1949,4,3,14,1481,2874,2312,2078,27,12,3,54,1336,698,90,218,54,169,627,2615,34,846,324,2167,421,110,130,222,11043,1197,506,173,385,2949,11,759,2,235,190,366,6,1242,49,272,522,3,0,3324,3452,3,154,1690,4,17,90,43,2634,11,64,136,5,77,539,2,128,22,233,207,16,533,399,105,4,2,309,4197,28,104,1276,9,2,563,705,4598,0,1299,15,51,488,119,1,0,0,0,8,5313,0,10,58,52,1
TCGA-44-2668-01A-01R-0946-07,928,8307,199,107,1428,927,3,9,5521,66,628,30,0,5,1577,9916,15763,3956,16,7,0,241,549,447,34,9,76,667,1426,3562,60,1281,202,2976,465,73,14,40,25346,295,717,1242,568,17751,0,3745,8,44,246,1625,134,3384,31,434,2015,1,0,17538,7215,0,104,9,1,3,74,2,3636,33,60,312,11,1063,1083,3,42,15,144,925,38,1821,450,64,5,0,540,5059,1207,146,69,12,1,1394,291,12267,1,792,3,54,140,37,0,29,0,11,21,15147,1,23,94,34,1
TCGA-49-4494-01A-01R-1206-07,838,1118,131,2208,660,668,30,24,7149,34,851,4,14,8,2405,9704,5310,2593,24,54,13,77,827,1107,518,135,98,253,1491,7385,128,1102,87,1391,212,1547,52,43,18012,371,1333,805,808,16355,8,1401,19,95,340,973,133,784,52,277,549,13,3,4034,4481,39,71,45,2,32,251,44,4513,54,277,250,163,67669,793,1,156,10,301,325,374,1205,8408,269,20,14,1674,12707,666,226,552,12,1,435,7097,9301,4,312,17,12,1275,802,1,17,5,7,32,7889,24,211,176,277,1
TCGA-78-7154-01A-11R-2039-07,1838,836,133,55625,387,475,26,6,3654,36,1328,2,13,38,1800,38686,131270,2443,54,436,4,122,1291,616,162,69,247,818,414,1583,65,426,145,2421,252,352,76,386,2134,182,682,277,1476,2640,11,1484,14,333,67,747,103,1432,59,501,600,64,3,4415,4317,24,180,61,24,28,188,551,5044,144,96,1235,40,12058,1755,17,375,30,114,408,223,1477,3480,358,8,12,918,2783,68,140,2165,7,2,581,4587,10532,1,325,14,50,1459,316,5,9,1,8,25,7112,8,71,370,64,1
TCGA-49-AARE-01A-11R-A41B-07,639,1079,86,177,712,886,5,1,1654,20,410,10,4,1,2589,996,1227,1902,17,23,2,46,211,308,328,110,65,226,1299,1335,29,1120,103,1088,371,256,10,90,37630,511,257,219,156,3067,3,1226,5,39,273,760,5,414,25,476,499,3,1,2536,3778,7,59,118,19,10,188,26,4076,38,45,402,34,10085,297,9,44,16,34,213,34,1207,244,20,34,72,397,8564,24,181,267,1,0,350,935,15480,2,270,9,76,309,477,1,4,0,1,15,4035,3,14,32,65,1
TCGA-95-A4VK-01A-11R-A262-07,1077,829,141,329,1630,898,11,1,1156,33,746,14,4,5,3060,1628,2196,3802,50,16,1,111,325,202,1173,38,96,308,405,3612,23,857,188,1806,333,196,9,180,35625,484,282,181,608,2000,3,1268,1,243,260,518,52,1256,23,354,602,141,1,2558,7770,7,64,45,6,24,86,140,18291,55,63,464,29,9237,1537,1,96,25,67,410,191,891,1418,46,3,4,387,6090,37,217,1254,11,0,954,951,25104,1,336,13,115,1031,1797,2,131,0,7,32,5716,3,57,175,177,1
TCGA-99-AA5R-01A-11R-A39D-07,13934,4723,1064,20342,2006,6338,118,12,15363,212,7691,104,68,303,13294,9147,40081,16151,240,7206,69,578,8016,2668,2613,1153,1441,5499,2017,7433,495,374,1056,14460,1363,4391,343,2712,4285,2724,10733,1271,5028,12548,401,8634,106,1662,65,1501,1015,2671,361,3326,3339,1075,138,13707,1624,864,630,2312,1526,152,3109,3980,682,4160,1001,7686,1994,720181,20034,234,1806,341,1286,3474,1061,7339,13366,1149,117,246,9081,802,935,2410,16738,95,54,4706,63796,29237,62,1728,137,331,9785,5663,172,461,27,30,206,32606,71,530,3080,6233,1
TCGA-97-7938-01A-11R-2170-07,2615,3841,138,2631,911,666,79,4,4961,51,1192,12,8,5,2032,3879,5216,3564,79,27,24,95,5314,1353,519,106,334,508,435,4641,109,404,77,2989,328,2275,1042,313,6842,739,1645,415,871,8927,21,413,10,809,19,723,193,3690,14,369,639,138,16,3607,5266,10,80,280,99,39,100,465,1320,2,117,822,397,75762,3891,1,53,42,219,2029,716,830,17642,101,7,5,361,1244,103,74,6057,10,5,640,4696,14859,2,613,26,58,2777,53,6,111,0,4,41,5846,9,32,62,59,1
TCGA-J2-A4AE-01A-21R-A24H-07,2990,1250,216,1219,1000,958,31,8,6191,70,1659,14,6,10,5060,3260,4542,2104,133,94,3,93,3218,842,705,1102,186,453,916,3786,134,370,419,3034,283,2258,256,756,5797,1339,822,576,705,6677,13,564,4,629,41,1012,33,1198,8,498,588,290,1,2205,2477,3,238,173,125,44,127,696,2308,154,187,2797,20,9433,2645,10,112,76,1628,1354,152,1348,6214,75,44,10,468,936,187,190,4375,17,1,487,2090,8593,1,596,84,105,2244,324,0,42,0,4,204,6868,4,65,208,244,1
TCGA-93-7347-01A-11R-2187-07,1808,6241,197,3248,687,1106,77,8,4807,101,1691,27,8,15,1733,4106,4419,8926,49,8,2,125,2580,731,1420,119,166,620,1122,6733,97,540,1477,3897,1102,2210,21,335,10582,1345,406,621,361,5264,5,1992,2,504,88,1513,60,1747,11,740,1669,28,4,4710,6879,2,125,146,10,24,201,178,1603,3,290,284,12,4846,2337,1,40,31,471,595,87,1645,7502,107,19,2,238,3376,629,177,3826,26,0,967,1254,17658,0,835,12,90,2195,62,7,6,1,14,35,12092,5,52,65,69,1
TCGA-62-A470-01A-11R-A24H-07,630,281,75,2312,157,265,29,5,2736,11,657,1,6,5,1449,1092,2065,792,18,135,8,111,590,273,97,156,43,157,328,3425,42,304,82,667,79,455,29,116,5718,168,1402,166,332,2338,11,461,12,102,99,197,36,421,19,143,233,30,3,844,1947,22,74,69,11,37,79,151,4351,94,103,150,188,29418,458,5,62,8,67,172,286,259,1529,115,17,7,587,1908,62,78,866,12,0,241,2097,4929,4,123,14,71,544,196,4,16,0,5,110,2632,2,45,98,61,1
TCGA-78-7148-01A-11R-2039-07,522,1013,151,1845,510,357,2,2,6897,22,734,4,0,2,1600,3159,3163,2763,32,5,0,71,622,456,63,185,91,377,390,2709,78,452,53,1375,356,909,23,35,43215,266,869,227,808,4111,5,1324,0,125,163,675,38,1322,2,431,561,28,0,2757,3193,9,68,13,5,8,123,169,30223,157,24,208,175,1385,1787,54,79,1,49,385,47,796,3470,90,0,2,356,5331,55,83,1872,18,3,701,618,11343,0,175,20,23,968,432,9,50,0,12,246,8144,0,104,104,46,1
TCGA-35-3615-01A-01R-0946-07,1638,1462,200,1461,1301,518,9,8,3132,60,821,12,17,10,2121,7094,6373,1774,42,30,2,119,1163,748,292,77,112,549,1362,15979,36,956,139,1184,407,2554,20,77,17629,1081,347,315,852,9125,3,1639,1,606,161,983,34,1508,6,505,780,50,0,2040,3338,18,45,50,3,13,376,167,1076,95,133,236,12,2706,1277,6,87,3,143,369,65,1070,10322,84,5,2,387,9548,211,123,1424,21,2,750,3027,15016,1,522,12,42,1207,77,0,13,0,9,182,9518,1,39,272,67,1
TCGA-MP-A4TK-01A-11R-A24X-07,2929,1645,256,767,793,2010,109,10,1554,65,1312,32,0,27,2707,4643,6028,3043,61,36,2,167,632,1069,152,87,152,562,867,3594,116,669,247,4702,782,244,10,179,16598,728,1137,391,561,3525,13,1628,2,266,194,669,41,1870,78,688,1140,49,4,6194,2427,26,74,61,52,4,108,193,1229,84,863,493,106,22765,1251,0,144,42,530,527,405,1077,1144,65,5,8,708,5943,779,444,2008,16,4,827,2132,4471,2,835,13,146,1542,308,1,5,0,3,15,8914,2,32,79,192,1
TCGA-97-8175-01A-11R-2287-07,545,1959,172,1045,1015,284,3,16,4211,34,205,4,2,8,1779,5551,2636,2106,13,67,8,57,718,476,161,116,53,315,743,4764,75,923,100,663,230,494,129,58,32404,912,700,966,640,9412,6,1387,5,325,353,1221,46,1503,7,326,853,23,3,6317,5007,20,30,151,7,25,134,61,2558,60,88,95,28,12677,392,4,129,4,512,210,149,1004,1775,208,5,4,574,3285,632,95,319,23,1,525,1965,5979,1,287,33,97,249,139,2,39,1,18,9,6873,6,151,139,91,1
TCGA-62-A46V-01A-11R-A24H-07,766,3390,115,30,661,904,22,11,7650,35,1174,53,11,11,1169,814,1369,548,28,8,13,86,58,304,245,65,25,140,1049,7745,59,873,115,1821,357,1602,6,43,4060,200,280,132,363,2000,0,745,3,26,181,547,9,700,37,346,602,13,0,1121,5780,1,143,78,4,4,39,9,5294,3,648,41,13,34,1350,2,45,37,62,255,67,240,9292,47,0,1,116,2806,153,148,61,7,0,229,1634,4786,0,402,7,37,177,79,1,12,0,2,22,5108,0,12,43,83,1
TCGA-05-4250-01A-01R-1107-07,990,1842,198,1106,825,819,31,40,2435,40,2202,44,3,11,1854,7237,8882,2619,18,31,0,190,1848,1264,99,101,100,411,1241,7533,137,740,213,2811,345,318,14,62,19791,195,759,636,649,4101,4,2320,13,182,143,981,316,2249,16,280,958,14,5,8394,8190,4,82,16,20,12,118,60,1825,37,60,583,72,12026,1361,3,73,13,176,573,61,1273,1456,41,3,2,477,6165,370,139,1156,18,0,1055,994,12253,1,624,9,74,554,105,21,6,1,11,11,11587,1,108,98,95,1
TCGA-44-2665-01A-01R-A278-07,664,2279,158,138,767,123,21,47,561,8,2118,18,1,11,2825,4953,4942,885,59,10,0,369,623,252,31,15,11,717,423,3634,151,465,44,968,179,12,26,8,9105,85,341,261,704,3057,26,1364,20,520,49,488,330,1524,1,671,761,6,5,4969,1312,1,20,284,2,9,14,6,991,0,170,20,0,54,615,1,83,12,133,147,64,1014,351,278,2,0,364,1726,61,19,83,25,1,306,62,5269,0,1172,21,8,627,0,0,96,4,11,74,6328,0,56,139,4,1
TCGA-44-2665-01B-06R-A277-07,306,680,65,344,242,54,18,10,443,5,608,5,2,3,189,848,1030,363,19,9,6,137,296,162,2,55,18,152,82,322,54,35,7,265,86,9,10,18,3205,107,202,87,251,756,15,125,1,249,16,200,59,425,0,195,184,37,0,2170,351,1,17,17,1,1,4,16,194,1,7,59,1,300,311,1,67,0,51,27,7,209,812,181,1,1,451,78,19,26,348,15,2,75,59,1125,0,132,41,75,184,3,0,35,1,0,34,1138,0,11,106,3,1
TCGA-50-5044-01A-21R-1858-07,1031,981,194,611,245,598,568,7,2745,25,226,12,0,7,849,5356,18793,1531,21,11,6,63,219,423,63,207,36,240,488,951,90,355,25,653,256,644,24,31,6196,86,777,235,468,2075,4,1229,24,39,61,386,40,519,8,195,600,6,1,3777,1280,3,23,17,2,12,92,23,550,33,10,139,152,21809,710,0,144,2,95,1142,230,657,1490,28,5,1,88,1287,20,259,113,13,0,574,1208,5234,0,397,10,8,206,45,0,8,1,1,10,5540,1,114,75,48,1
TCGA-64-1678-01A-01R-0946-07,78,66,177,28,50,69,1,0,527,0,148,2,0,0,1049,259,252,95,5,8,0,90,37,116,149,7,2,58,77,930,31,124,9,162,68,25,1,1,2379,438,89,20,126,640,1,157,0,34,81,62,26,552,10,44,37,14,4,377,2496,69,2,17,0,1,1037,7,3019,35,10,16,1,34,189,0,43,1,57,26,38,157,63,283,2,19,1779,2370,56,15,21,2,4,497,222,4032,2,80,3,5,232,10,0,0,0,2,0,1395,0,15,15,2,1
TCGA-78-7155-01A-11R-2039-07,282,1337,71,2,551,79,0,1,1159,6,104,3,2,24,216,300,633,655,8,4330,0,70,5132,2032,380,160,3,105,88,983,543,496,700,178,72,2,14,20,11345,1314,243,140,149,1407,0,329,0,275,245,161,3,2026,0,876,167,2,2,7917,3642,259,7,34,0,72,9,0,888,46,8,50,0,4,135,0,80,1,8,59,10,345,15,8,47,8,1628,3990,19,24,39,120,65,652,242,1082,1,94,11,10,71,2,0,205,0,84,28,2065,6,4,13,12,1
TCGA-78-7220-01A-11R-2039-07,496,762,116,268,629,331,87,0,1868,93,531,5,1,2,1205,5040,4386,10239,75,37,0,189,413,700,67,344,65,598,231,3158,33,535,60,1120,230,53,18,69,49055,129,555,334,638,1679,26,1571,2,113,63,566,14,1535,6,569,744,18,1,2853,5736,11,42,23,5,75,203,129,5935,194,444,268,20,5665,972,5,94,1,41,572,72,1056,1410,32,1,15,604,1305,35,122,592,9,3,751,810,4162,0,480,42,43,234,107,0,36,34,2,16,10944,5,73,149,79,1
